title,description,job_levels,languages,duration_minutes,test_type,url,remote_support,adaptive_support
Verify Interactive G+ Report,report for verify interactive g,"graduate, manager, mid-professional, professional individual contributor",,0,ability,https://www.shl.com/products/product-catalog/view/verify-interactive-g-report/,Yes,No
OPQ Team Types and Leadership Styles Report,this opq (occupational personality questionnaire) report is based on belbins team types and basss leadership and reporting styles. belbins team types: individual preferred role when working in ateam. basss leadership and reporting styles: individuals preferred leadership styles and likely style of behaviour as a direct report.,"director, executive, front line manager, general population, graduate, manager, mid-professional, professional individual contributor, supervisor","flemish, french (belgium), portuguese (brazil), danish, dutch, finnish, french (canada), french, italian, latin american spanish, norwegian, portuguese, english international, english (usa)",0,personality,https://www.shl.com/products/product-catalog/view/opq-team-types-and-leadership-styles-report/,Yes,No
Organic Chemistry (New),multi-choice test that measures the knowledge of the basic concepts in organic chemistry.,"graduate, mid-professional, professional individual contributor",english (usa),10,k,https://www.shl.com/products/product-catalog/view/organic-chemistry-new/,Yes,No
Manufac. & Indust. - Safety & Dependability 8.0,"the manufacturing industrial safety dependability focus 8.0 job-focused assessment measures the behaviors that underlie safe performance in a work setting. this solution assesses foundational behaviors including behaving safely in the workplace; complying with rules and regulations; applying domain-related expertise; and attending to multiple tasks. potential job titles that use this solution include: machine and equipment operators, laborers/warehouse workers, assemblers fitters, maintenance/repair workers, dispatchers, surveillance, quality assurance workers, material handlers, and truck/ship loaders","entry-level, graduate, manager, mid-professional, professional individual contributor","english (usa), german, latin american spanish, french, english international, chinese simplified, italian, japanese",16,personality,https://www.shl.com/products/product-catalog/view/safety-and-dependability-focus-8-0/,Yes,No
OPQ Team Impact Group Development Report,"these reports are based on the shl team impact model, which is focused on actual team processes. they are supported by clear and easy to understand graphics which do not require opq training. important! please note that for a sample report contact managed services.","executive, director, front line manager, general population, graduate, manager, mid-professional, professional individual contributor, supervisor","danish, english international, finnish, dutch, norwegian, swedish, english (usa)",0,personality,https://www.shl.com/products/product-catalog/view/opq-team-impact-group-development-report/,Yes,No
MFS 360 UCF Standard Report,"this is the default mfs report. it is based on the ucf20 competency model. the report will only show those scales that were selected as part of the questionnaire setup. the importance rating, open questions and multiple choice questions are optional parts of the questionnaire. only if those parts were added to the questionnaire will they show in the report. open and multiple choice questions are of the clients own design. the example report here does not include developments tips, but those can be added if requested (see performance and potential report for examples of that).",,,0,d,https://www.shl.com/products/product-catalog/view/mfs-360-ucf-standard-report/,Yes,No
Informatica (Developer) (New),"multi-choice test that measures the knowledge of data warehousing, server architecture and administration, and real time implementation with informatica.","mid-professional, professional individual contributor",english (usa),11,k,https://www.shl.com/products/product-catalog/view/informatica-developer-new/,Yes,No
Salesforce Development (New),"multi-choice test that measures the knowledge of salesforce platform, design and data models, business logic, data management and analytics.","mid-professional, professional individual contributor",english (usa),15,k,https://www.shl.com/products/product-catalog/view/salesforce-development-new/,Yes,No
Automata Data Science (New),a simulated test that measures the ability to analyze and modify data using machine learning algorithms to obtain desirable results.,"mid-professional, professional individual contributor",english (usa),60,skills,https://www.shl.com/products/product-catalog/view/automata-data-science-new/,Yes,No
Oracle DBA (Entry Level) (New),"multi-choice test that measures the knowledge of oracle database architecture, data management, backup and recovery, and mysql administration.","mid-professional, professional individual contributor",english (usa),12,k,https://www.shl.com/products/product-catalog/view/oracle-dba-entry-level-new/,Yes,No
Siebel Development (New),"multi-choice test that measures the knowledge of siebel basics, architecture server administration, access control, siebel client and web applications, siebel models, data mapping, workflow and deployment.","mid-professional, professional individual contributor",english (usa),8,k,https://www.shl.com/products/product-catalog/view/siebel-development-new/,Yes,No
Pharmaceutical Analysis (New),"multi-choice test that measures the knowledge of laboratory analytical techniques such as chromatography, titration, spectroscopy, and spectrophotometry.","graduate, mid-professional, professional individual contributor",english (usa),12,k,https://www.shl.com/products/product-catalog/view/pharmaceutical-analysis-new/,Yes,No
Search Engine Optimization (New),"multi-choice test that measures the knowledge on the concepts of need of seo, seo planning, seo strategies, seo software, tools and exchanging links.","graduate, mid-professional, professional individual contributor",english (usa),12,k,https://www.shl.com/products/product-catalog/view/search-engine-optimization-new/,Yes,No
SAP ABAP (Advanced Level) (New),"multi-choice test that measures the knowledge of sap abap dictionary, dialog programming, reports, enhancements, workflows, optimizations and advanced abap concepts like netweaver applications and adobe forms.","mid-professional, professional individual contributor",english (usa),12,k,https://www.shl.com/products/product-catalog/view/sap-abap-advanced-level-new/,Yes,No
Verify - Deductive Reasoning,"the verify deductive reasoning test is an online ability assessment that can be used to support both pre- and post-hire assessment processes. it enables organisations to recruit and develop candidates applying for jobs at all levels that require deductive reasoning ability. the deductive reasoning test is a new test in the shl verify range of ability tests, and measures the ability to: draw logical conclusions based on information provided identify strengths and weaknesses of arguments complete scenarios using incomplete information the test is 18 minutes long, has 20 items and is designed to provide an indication of how an individual will perform when asked to develop solutions when presented with information and draw sound conclusions from data. this form of reasoning is commonly required to support work and decision-making in many different types of jobs and at many levels. sample tasks for jobs that may require deductive reasoning include, but are not limited to: evaluate arguments analyse scenarios draw logical conclusions","director, entry-level, executive, front line manager, general population, graduate, manager, mid-professional, professional individual contributor, supervisor","arabic, french (canada), portuguese (brazil), chinese traditional, chinese simplified, czech, danish, dutch, finnish, french, german, greek, hungarian, indonesian, english international, italian, japanese, korean, latin american spanish, polish, portuguese, romanian, russian, serbian, slovak, spanish, swedish, thai, turkish, english (usa), norwegian",20,ability,https://www.shl.com/products/product-catalog/view/verify-deductive-reasoning/,Yes,Yes
Mining Engineering (New),"multi-choice test that measures the knowledge of mining methods, mineral processing, mining machinery, mineralogy, petrology and stratigraphy.","graduate, manager, mid-professional, professional individual contributor, supervisor",english (usa),16,k,https://www.shl.com/products/product-catalog/view/mining-engineering-new/,Yes,No
Perl (New),"multi-choice test that measures the knowledge of perl scripting used for text manipulation, web development, system administration, etc.","mid-professional, professional individual contributor",english (usa),9,k,https://www.shl.com/products/product-catalog/view/perl-new/,Yes,No
SAP ABAP (Intermediate Level) (New),"multi-choice test that measures the knowledge of sap abap dictionary, elements, operations, architecture, abap data types, abap reporting, batch data communication, dialog programming, edi, ale, idoc interface, badi, bapi and function module.","mid-professional, professional individual contributor",english (usa),9,k,https://www.shl.com/products/product-catalog/view/sap-abap-intermediate-level-new/,Yes,No
WriteX - Email Writing (Sales) (New),"open response test that evaluates the ability to write proper emails in english. the test provides scores on content, grammar and email etiquette. your use of this assessment product may be subject to new york city law 144 (regulation of the use of automated employment decision tools) (dated july 5, 2023). compliance with law 144 is your responsibility. read more on https://www.shl.com/legal/shl-us-regulatory-compliance/","entry-level, graduate, manager, mid-professional, professional individual contributor, supervisor",english (usa),15,"behavioral, skills",https://www.shl.com/products/product-catalog/view/writex-email-writing-sales-new/,Yes,No
ExpressJS (New),"multi-choice test that measures the knowledge of routing, error handling, security, middleware and performance reliability in expressjs.","mid-professional, professional individual contributor",english (usa),7,k,https://www.shl.com/products/product-catalog/view/expressjs-new/,Yes,No
OPQ MQ Sales Report,"this opq (occupational personality questionnaire) report provides a graphical and narrative summary of an individuals natural style that is critical to sales success. it can also, optionally, use input from the shl motivation questionnaire (mq) to add information about the sales motivators and drives of an individual. note: updated versions of turkish, hungarian and indonesian sales report were launched on 01 july 2013. please note this report is currently being updated on talent central as part of a reporting refresh project, and there may be visual differences when comparing talent central reports to ones generated on other assessment platforms. differences are regarding the layout and display of the reports only and do not affect the underlying scoring. when viewing sample reports, please ensure you select the appropriate language and platform example. where a sample report has no platform indicated, it is available on both the talent central and soda platforms.","director, executive, front line manager, general population, graduate, manager, mid-professional, professional individual contributor, supervisor","portuguese (brazil), spanish, danish, dutch, finnish, french (canada), french, german, greek, hungarian, icelandic, indonesian, italian, japanese, korean, latin american spanish, norwegian, polish, russian, chinese simplified, swedish, thai, turkish, english international, english (usa), chinese traditional, portuguese, romanian",0,personality,https://www.shl.com/products/product-catalog/view/opq-mq-sales-report/,Yes,No
DSI v1.1 Interpretation Report,dsi v1.1 interpretation report,,"portuguese (brazil), dutch, finnish, french, latin american spanish, norwegian, swedish, english (usa), english international, chinese simplified, chinese traditional, danish, german, icelandic, italian, russian",0,personality,https://www.shl.com/products/product-catalog/view/dsi-v1-1-interpretation-report/,Yes,No
Microsoft Dynamics Development (New),"multi-choice test that measures the knowledge of microsoft dynamics installation, sales process, service management, administration, configuration, entity model, workflows, dialogs, solutions, crm web services and plugins.","mid-professional, professional individual contributor",english (usa),9,k,https://www.shl.com/products/product-catalog/view/microsoft-dynamics-development-new/,Yes,No
HiPo Assessment Report 1.0,"part of shls high potential solution and developed from shls extensive research into high-potential programs, the hipo assessment report 1.0 helps organizations identify individuals with the strongest potential to succeed in senior and challenging roles. using assessments such as the motivation questionnaire, opq, and verify cognitive ability tests, the report evaluates critical areas of aspiration, ability, and engagement. this version is used in regions where normed data for verify gen 1 and ucf 1 continue to provide the most relevant benchmarks, offering organizations proven insights for high-potential identification and talent development.",,,0,"cognitive, personality",https://www.shl.com/products/product-catalog/view/hipo-assessment-report-1-0/,Yes,No
Dermatology (New),"multi-choice test that measures the knowledge of various diseases related to skin, their symptoms, the drugs used to treat them, and different terminologies used in the field of dermatology.","graduate, mid-professional, professional individual contributor",english (usa),3,k,https://www.shl.com/products/product-catalog/view/dermatology-new/,Yes,No
Electronics and Semiconductor Engineering (New),"multi-choice test that measures the knowledge of semiconductors, two terminal and three terminal devices, analog electronics, digital electronics and basics of vlsi.","graduate, mid-professional, professional individual contributor",english (usa),7,k,https://www.shl.com/products/product-catalog/view/electronics-and-semiconductor-engineering-new/,Yes,No
SHL Verify Interactive – Numerical Reasoning,assesses how the candidate comprehends numerical information in various formats.,"graduate, manager, mid-professional, professional individual contributor","french, german, italian, dutch, chinese simplified, danish, finnish, norwegian, swedish, estonian, latvian, lithuanian, english international, english (usa), czech, polish, latin american spanish, spanish, thai, japanese, korean, portuguese, portuguese (brazil), chinese traditional, hungarian, indonesian, russian, romanian, turkish, french (canada), greek, slovak, serbian, arabic",20,"ability, skills",https://www.shl.com/products/product-catalog/view/shl-verify-interactive-numerical-reasoning/,Yes,Yes
Struts (New),"multi-choice test that measures the knowledge of struts framework, configuration, validations, actions and interceptors.","mid-professional, professional individual contributor",english (usa),5,k,https://www.shl.com/products/product-catalog/view/struts-new/,Yes,No
Dojo (New),"multi-choice test that measures the knowledge of dojo architecture, classes and libraries, styles, animation and dojo queries.","mid-professional, professional individual contributor",english (usa),11,k,https://www.shl.com/products/product-catalog/view/dojo-new/,Yes,No
Job Control Language (New),"multi-choice test that measures the knowledge of jcl libraries, parameters, statements, datasets, generation of data groups and conditional processing.","mid-professional, professional individual contributor",english (usa),10,k,https://www.shl.com/products/product-catalog/view/job-control-language-new/,Yes,No
Oracle DBA (Advanced Level) (New),"multi-choice test that measures the knowledge of oracle db architecture, backup and recovery, mysql administration and advanced topics such as network configuration and data warehouse management.","mid-professional, professional individual contributor",english (usa),12,k,https://www.shl.com/products/product-catalog/view/oracle-dba-advanced-level-new/,Yes,No
Electronics & Telecommunications Engineering (New),"multi-choice test that measures the candidates knowledge and understanding on semiconductors and semiconductor devices, analog and digital electronics, communication, electromagnetism and microwave engineering.","graduate, mid-professional, professional individual contributor",english (usa),15,k,https://www.shl.com/products/product-catalog/view/electronics-and-telecommunications-engineering-new/,Yes,No
Java Web Services (New),"multi-choice test that measures the knowledge of basic java constructs, oop concepts, file handling, exception handling, threads, generics and inner class.","mid-professional, professional individual contributor",english (usa),8,k,https://www.shl.com/products/product-catalog/view/java-web-services-new/,Yes,No
UiPath RPA Development (New),"multi-choice test that measures the knowledge on uipath architecture, workflows recording, ui interaction, automation, and orchestrator.","mid-professional, professional individual contributor",english (usa),8,k,https://www.shl.com/products/product-catalog/view/uipath-rpa-development-new/,Yes,No
Data Entry Ten Key Split Screen,data entry ten key split screen assessment measures ability to enter numbers using a numeric keypad. the test measures accuracy and speed.,"entry-level, front line manager, mid-professional, professional individual contributor",english (usa),3,k,https://www.shl.com/products/product-catalog/view/data-entry-ten-key-split-screen/,Yes,No
GIT (New),multi-choice test that measures the knowledge of how to use git for version control.,"mid-professional, professional individual contributor",english (usa),13,k,https://www.shl.com/products/product-catalog/view/git-new/,Yes,No
OPQ Manager Plus Report 2.0,this concise opq (occupational personality questionnaire) report is designed for use with and by managers. it uses clear succinct bullets and tables for ease of interpretation. it provides simple comments on each of the personality traits.,"supervisor, executive, front line manager, general population, graduate, manager, mid-professional, professional individual contributor, director, entry-level",,0,personality,https://www.shl.com/products/product-catalog/view/opq-manager-plus-report-2-0/,Yes,No
MS PowerPoint (New),"multi-choice test that measures the knowledge of ms powerpoint toolbars, slide layouts, animation, slideshow, slide designs and formats.","entry-level, front line manager, graduate, mid-professional, professional individual contributor, supervisor","english (usa), french, spanish, portuguese (brazil)",4,k,https://www.shl.com/products/product-catalog/view/ms-powerpoint-new/,Yes,No
Jenkins (New),"multi-choice test that measures the knowledge of jenkins configuration and deployment, plugins, nodes, build jobs and testing.","mid-professional, professional individual contributor",english (usa),6,k,https://www.shl.com/products/product-catalog/view/jenkins-new/,Yes,No
Executive Scenarios,"executive scenarios is a unique test of managerial judgement - an individuals ability to decide on effective ways of handling real life situations. it is specifically designed to assess judgement in executives; a group who typically has significant work experience to draw on. it consists of hypothetical scenarios, each followed by several possible responses. candidates rate the effectiveness of each response, using a 6-point scale, from highly undesirable to highly desirable. it can be used for recruitment, selection, training and development, performance management and coaching in a variety of functions and industries. reports available: executive scenarios narrative report: a participant focused report that contains; - executive scenarios profile - very detailed narrative feedback of each of the 4 scales; managerial judgement, managing objectives, people management and reputation management. - development tips for each of the 6 style scales; leading and managing the work, using external help, one-to-one, workforce, organisational support, commercial support. executive scenarios profile: displays all scores on these scales in terms of four types of norm system; t-scores, percentiles, stens and grades.","director, executive, manager","italian, english (usa), english international, korean",0,behavioral,https://www.shl.com/products/product-catalog/view/executive-scenarios/,Yes,No
Pharmaceutical Science (New),"multi-choice test that measures the knowledge of drug manufacture, drug delivery, drug action, and pharmaceutical analysis techniques.","graduate, mid-professional, professional individual contributor",english (usa),7,k,https://www.shl.com/products/product-catalog/view/pharmaceutical-science-new/,Yes,No
Mobility (New),multi-choice test that measures the knowledge on topics related to mobility and mobile computing.,"mid-professional, professional individual contributor",english (usa),9,k,https://www.shl.com/products/product-catalog/view/mobility-new/,Yes,No
Java Platform Enterprise Edition 7 (Java EE 7),"the java platform enterprise edition 7 (java ee 7) test measures knowledge of the java ee 7 architecture. designed for java programmers and architects, this test includes the following topics: commonly-used apis, component technology, database access, jee application architecture, jsp extensions, resource management, web services, webapp control and view technologies, and webapp technology.","mid-professional, professional individual contributor",english (usa),30,k,https://www.shl.com/products/product-catalog/view/java-platform-enterprise-edition-7-java-ee-7/,Yes,Yes
Smart Interview On Demand,"smart interview on demand is a recorded (asynchronous) video interview tool, that introduces you to each person behind the resume with a short-recorded video of them explaining why they would be an awesome addition to your team. a streamlined, minimum bias screening to ensure you shortlist top talent faster and find those hidden gems you may have otherwise missed. availability the administrator and evaluator interface is available in us english and simplified chinese only, as are the standard question banks. however, custom questions can be added or recorded in any language. the participant interface is available in: arabic, brazilian portuguese, bulgarian, canadian french, chinese, croatian, czech, danish, dutch, dutch (belgium), estonian, finnish, french, german, greek, hindi, hungarian, italian, indonesian, japanese, korean, latvian, lithuanian, malaysian, mexican spanish, norwegian, polish, portuguese, romanian, russian, serbian, slovak, slovenian, spanish, swedish, taiwanese chinese, thai, turkish, uk english, ukrainian, us english, vietnamese. your use of this assessment product may be subject to new york city law 144 (regulation of the use of automated employment decision tools) (dated july 5, 2023). compliance with law 144 is your responsibility. read more on https://www.shl.com/legal/shl-us-regulatory-compliance/","entry-level, supervisor, manager, front line manager, general population, graduate, mid-professional, professional individual contributor","english (usa), chinese simplified",0,personality,https://www.shl.com/products/product-catalog/view/smart-interview-on-demand/,Yes,No
Following Instructions v1 - US (R2),this test measures a candidates ability to follow detailed instructions and then select the correct course of action. test takers are presented with a set of rules and need to choose the appropriate response for various situations based on the rules given.,"entry-level, front line manager, mid-professional, professional individual contributor",english (usa),8,k,https://www.shl.com/products/product-catalog/view/following-instructions-v1-us-r2/,Yes,No
MFS 360 UCF Group Report,"this report follows the standard layout of the 360 report but incorporates the average scores for a group of participants. the report can be generated for all participants on a project, or a dedicated group can be created in mfs for a group that includes participants across multiple projects. the report does not include the open questions even when they were part of the questionnaire. developments tips are not available in this report.",,,0,d,https://www.shl.com/products/product-catalog/view/mfs-360-ucf-group-report/,Yes,No
ETL Testing (New),"multi-choice test that measures the knowledge of etl architecture, data warehousing, dimensions, dbms concepts like data manipulation, constraints, etl testing and tools required for testing.","mid-professional, professional individual contributor",english (usa),9,k,https://www.shl.com/products/product-catalog/view/etl-testing-new/,Yes,No
Tableau (New),"multi-choice test that measures the knowledge of how to use tableau to prepare tables, create visualizations, perform calculations, apply filters and carry out forecasting.","mid-professional, professional individual contributor",english (usa),8,k,https://www.shl.com/products/product-catalog/view/tableau-new/,Yes,No
Instrumentation Engineering (New),"multi-choice test that measures the conceptual knowledge of instrumentation, electronics, signals and communication systems.","graduate, mid-professional, professional individual contributor",english (usa),12,k,https://www.shl.com/products/product-catalog/view/instrumentation-engineering-new/,Yes,No
OPQ Team Types & Leadership Styles Profile,this opq (occupational personality questionnaire) report is based on belbins team types and basss leadership and reporting styles. belbins team types: individual preferred role when working in ateam. basss leadership and reporting styles: individuals preferred leadership styles and likely style of behaviour as a direct report.,"director, executive, front line manager, general population, graduate, manager, mid-professional, professional individual contributor, supervisor","flemish, french (belgium), portuguese (brazil), danish, french (canada), french, german, italian, latin american spanish, norwegian, portuguese, swedish, turkish, english international, english (usa)",0,personality,https://www.shl.com/products/product-catalog/view/opq-team-types-and-leadership-styles-profile/,Yes,No
Retail Sales and Service Simulation,"the retail sales and service simulation measures the ability of a candidate to choose effective sales and service techniques while interacting with customers. situations are presented to the candidate via computer-based animation, and the candidate is offered a set of behaviors from which to choose the most and least effective responses. the behaviors vary in the extent to which the sales associate may: direct a conversation toward a commitment or sale, listen carefully to customers and provide options that address what they really need/want, put aside work to assist a customer, and focus on meeting customer needs. responses are tracked and compared against expert ratings of effectiveness. the test produces an overall score, as well as scores on two subscales, customer service effectiveness and sales effectiveness.",entry-level,english (usa),30,"behavioral, k, skills, ability",https://www.shl.com/products/product-catalog/view/retail-sales-and-service-simulation/,Yes,No
Geoinformatics Engineering (New),"multi-choice test that measures the knowledge of remote sensing, digital image processing, digital photogrammetry, planning and surveying, geology, gis and drilling engineering.","mid-professional, professional individual contributor, supervisor, entry-level, graduate",english (usa),10,k,https://www.shl.com/products/product-catalog/view/geoinformatics-engineering-new/,Yes,No
jQuery (New),"multi-choice test that measures the knowledge of jquery events and effects, jquery animation, ui, references, and using jquery with ajax.","mid-professional, professional individual contributor",english (usa),10,k,https://www.shl.com/products/product-catalog/view/jquery-new/,Yes,No
Agile Testing (New),"multi-choice test that measures the knowledge of tools, techniques and processes involved in the agile testing methodology.","mid-professional, professional individual contributor",english (usa),13,k,https://www.shl.com/products/product-catalog/view/agile-testing-new/,Yes,No
Entry Level Technical Support Solution,"the precise fit entry level technical support solution is for entry-level positions in which employees provide technical assistance to computer users in a contact center environment. sample tasks for these jobs include, but are not limited to: answer questions or resolve computer problems for clients in person, via telephone, or electronically, provide assistance concerning the use of computer hardware and software, including printing, installation, word processing, electronic mail, and operating systems. report language availability: english (usa)",entry-level,"latin american spanish, german, chinese simplified, finnish, danish, english (usa), english international, french (canada), italian, french, dutch, norwegian, swedish, arabic",18,"personality, cognitive",https://www.shl.com/products/product-catalog/view/entry-level-technical-support-solution/,Yes,No
OPQ Manager Plus Report,"this concise opq (occupational personality questionnaire) report is designed for use with and by managers. it uses clear succinct bullets and tables for ease of interpretation. it provide simple comments on each of the personality traits. please note this report is currently being updated on talent central as part of a reporting refresh project, and there may be visual differences when comparing talent central reports to ones generated on other assessment platforms. differences are regarding the layout and display of the reports only and do not affect the underlying scoring. when viewing sample reports, please ensure you select the appropriate language and platform example. where a sample report has no platform indicated, it is available on both the talent central and soda platforms.","director, entry-level, executive, front line manager, manager, mid-professional, professional individual contributor","romanian, czech, serbian, portuguese (brazil), spanish, chinese traditional, danish, dutch, finnish, french (canada), french, german, greek, hungarian, icelandic, indonesian, italian, japanese, korean, latin american spanish, norwegian, polish, portuguese, russian, chinese simplified, swedish, thai, turkish, english international, english (usa)",0,personality,https://www.shl.com/products/product-catalog/view/opq-manager-plus-report/,Yes,No
Microsoft Word 365 (New),"the microsoft word 365 simulation evaluates ability to perform certain operations in a simulated environment of microsoft word, and includes the following topics: applying illustrations and graphics, applying page layout, creating content, creating, printing, and saving documents, formatting content, proofreading documents and reviewing, maintaining, and securing documents.",entry-level,english (usa),35,"skills, k",https://www.shl.com/products/product-catalog/view/microsoft-word-365-new/,Yes,No
Apache Pig (New),"multi-choice test that measures the knowledge of pig architecture, built-in operators, built-in functions and commands in piglatin.","mid-professional, professional individual contributor",english (usa),6,k,https://www.shl.com/products/product-catalog/view/apache-pig-new/,Yes,No
Management Scenarios,"managerial scenarios is a unique test of managerial judgement - an individuals ability to decide on effective ways of handling real life situations. it consists of hypothetical scenarios, each followed by several possible responses. candidates rate the effectiveness of each response, using a 6-point scale, from highly undesirable to highly desirable. it can be used for recruitment, selection, training and development, performance management and coaching in a variety of functions and industries. reports available: management scenarios narrative report: a participant focused report that contains; - management scenarios profile - detailed narrative feedback of each of the 4 scales; managerial judgement, managing objectives, people management and reputation management. - table of scores for each of the 6 style scales; big picture, delegative, one-to-one, team, personal recognition and company protocol. - detailed narrative feedback report (with development tips) for each of the 6 style scales. management scenarios candidate report: a report to share with the candidate that contains: - detailed narrative feedback of each of the 4 scales; managerial judgement, managing objectives, people management and reputation management. - table of scores for each of the 6 style scales; big picture, delegative, one-to-one, team, personal recognition and company protocol. - detailed narrative feedback report (with development tips) for each of the 6 style scales. management scenarios profile: displays all scores on these scales in terms of four types of norm system; t-scores, percentiles, stens and grades.","front line manager, manager, mid-professional, professional individual contributor","italian, english international, korean, arabic",0,behavioral,https://www.shl.com/products/product-catalog/view/management-scenarios/,Yes,No
SVAR - Spoken Spanish (Castilian) (New),"test automatizado de español oral que mide la fluidez, la pronunciación, la escucha activa, el vocabulario, la gramática y la comprensión oral del español. your use of this assessment product may be subject to new york city law 144 (regulation of the use of automated employment decision tools) (dated july 5, 2023). compliance with law 144 is your responsibility. read more on https://www.shl.com/legal/shl-us-regulatory-compliance/",entry-level,spanish,0,skills,https://www.shl.com/products/product-catalog/view/svar-spoken-spanish-castilian-new/,Yes,No
Computer Science (New),"multi-choice test that measures the knowledge of operating system, computer architecture, dbms and basics of computer networks and communication.","mid-professional, professional individual contributor",english (usa),12,k,https://www.shl.com/products/product-catalog/view/computer-science-new/,Yes,No
Medical Terminology (New),"multi-choice test that measures the knowledge of different medical terms and abbreviations related to the human body, diseases and diagnosis.","graduate, mid-professional, professional individual contributor",english (usa),3,k,https://www.shl.com/products/product-catalog/view/medical-terminology-new/,Yes,No
Linux Operating System,"multi-choice test that measures the knowledge of linux system, command line, filesystem, memory management, and process management.","entry-level, general population, graduate, professional individual contributor",english (usa),15,k,https://www.shl.com/products/product-catalog/view/linux-operating-system/,Yes,No
Reading Comprehension v2,"the reading comprehension - english assessment provides a general measure of english reading comprehension. this test is comprised of items that contain a passage that you must read in order to answer the question being asked. the questions focus on the candidates ability to demonstrate an understanding of the passage. questions may be specific in nature, with answers that can be found almost word for word in the passage. for example, the question may ask for a date, name or place that can be found by closely reading through the passage. alternatively, the questions may be general in nature, with answers that can be determined only by fully understanding the meaning of the passage. what is the theme of the passage? or what is the mood of the author? are examples of general questions the candidate may be asked.","entry-level, front line manager, manager, mid-professional, professional individual contributor",english (usa),35,ability,https://www.shl.com/products/product-catalog/view/reading-comprehension-v2/,Yes,Yes
SVAR - Spoken English (U.K.),"an automated spoken english test that measures fluency, pronunciation, active listening, vocabulary, grammar and spoken english understanding. your use of this assessment product may be subject to new york city law 144 (regulation of the use of automated employment decision tools) (dated july 5, 2023). compliance with law 144 is your responsibility. read more on https://www.shl.com/legal/shl-us-regulatory-compliance/",entry-level,english international,0,skills,https://www.shl.com/products/product-catalog/view/svar-spoken-english-u-k/,Yes,No
Node.js (New),"multi-choice test that measures the basic knowledge of node.js such as events, streams, file system, error handling, concurrency, db handling and express framework.","mid-professional, professional individual contributor",english (usa),9,k,https://www.shl.com/products/product-catalog/view/node-js-new/,Yes,No
Digital Advertising (New),multi-choice test that measures the candidates knowledge about use of adwords and tools to analyze ad performance on digital media.,"graduate, manager, mid-professional, professional individual contributor, supervisor",english (usa),7,k,https://www.shl.com/products/product-catalog/view/digital-advertising-new/,Yes,No
General Diseases (New),"multi-choice test that measures the knowledge of common diseases of ear, nose, throat and teeth, their symptoms, drugs used to treat them and various drugs used to relieve pain.","graduate, mid-professional, professional individual contributor",english (usa),5,k,https://www.shl.com/products/product-catalog/view/general-diseases-new/,Yes,No
Conversational Multichat Simulation,"this is a simulation-based test that measures the ability to handle customer concerns over multiple chats by referring to standard process documents. it provides an open-ended chat environment that assesses the candidates skills in a real job setting. candidates are scored based on whether they resolved the customers query, the amount of time taken, and the correct use of vocabulary and grammar in their response.",,english (usa),11,skills,https://www.shl.com/products/product-catalog/view/conversational-multichat-simulation/,Yes,No
Amazon Web Services (AWS) Development (New),"multi-choice test that measures the knowledge of aws delivery process, monitoring, metrics, logging, security, validation and scalability.","mid-professional, professional individual contributor",english (usa),6,k,https://www.shl.com/products/product-catalog/view/amazon-web-services-aws-development-new/,Yes,No
WriteX - Email Writing (Customer Service) (New),"open response test that evaluates the ability to write proper emails in english. the test provides scores on content, grammar and email etiquette. your use of this assessment product may be subject to new york city law 144 (regulation of the use of automated employment decision tools) (dated july 5, 2023). compliance with law 144 is your responsibility. read more on https://www.shl.com/legal/shl-us-regulatory-compliance/","entry-level, graduate, manager, mid-professional, professional individual contributor, supervisor",english (usa),15,skills,https://www.shl.com/products/product-catalog/view/writex-email-writing-customer-service-new/,Yes,No
Verify Interactive Ability Report,verify interactive ability report,,,0,ability,https://www.shl.com/products/product-catalog/view/verify-interactive-ability-report/,Yes,No
Proofreading v1,"this assessment measures ability to read for errors involving spelling, punctuation, grammar and word choice. it also measures ability to correct those errors.","entry-level, mid-professional","english international, english (usa)",6,k,https://www.shl.com/products/product-catalog/view/proofreading-v1/,Yes,No
VLSI and Embedded Systems (New),multi-choice test that measures the knowledge of vlsi and embedded systems basics.,"mid-professional, professional individual contributor",english (usa),9,k,https://www.shl.com/products/product-catalog/view/vlsi-and-embedded-systems-new/,Yes,No
Basic Computer Literacy (Windows 10) (New),"the basic computer literacy (windows 10) simulation measures knowledge of general computer terminology, processes, and applications and the ability to perform certain operations in a simulated environment resembling the actual application. this simulation consists of both multiple choice and simulation-based questions, and includes the following topics: application software, computer terms, internet and email, managing files, operating system, and parts of the computer.",entry-level,english (usa),30,"skills, k",https://www.shl.com/products/product-catalog/view/basic-computer-literacy-windows-10-new/,Yes,No
Production Engineering (New),"multi-choice test that measures the knowledge of production technology and analysis, metal cutting, tool design, material science and cim.","graduate, mid-professional, professional individual contributor",english (usa),10,k,https://www.shl.com/products/product-catalog/view/production-engineering-new/,Yes,No
Written English v1,"the written english test measures knowledge of us english grammar and english reading comprehension. it is designed for those with english as a second language and covers the following topics: articles, comparisons, conjunctions, general questions, misused words, nouns, parallel structure, prepositions, pronouns, specific questions, and verbs.","entry-level, front line manager, mid-professional, professional individual contributor","english (usa), english international",30,k,https://www.shl.com/products/product-catalog/view/written-english-v1/,Yes,Yes
Microservices (New),"multi-choice test that measures the knowledge of microservices architecture, soa, and microservices patterns.","mid-professional, professional individual contributor",english (usa),7,k,https://www.shl.com/products/product-catalog/view/microservices-new/,Yes,No
